Index,ID,TraitVal,TraitUnit,Phylum,Class,Order,Family,Genus,Species,Temp,TempUnit,Label
59,Golyshina_2000_iron,87.5472,mM,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,35.3541,Celsius,Respiration
60,Golyshina_2000_iron,72.4528,mM,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,40.2833,Celsius,Respiration
61,Golyshina_2000_iron,29.8113,mM,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,45.0425,Celsius,Respiration
62,Golyshina_2000_iron,12.0755,mM,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidiphilum,49.9717,Celsius,Respiration
63,Ibrahim_2016,0.000000286,s^-1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,10,Celsius,Respiration
64,Ibrahim_2016,0.00000189,s^-1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,15,Celsius,Respiration
65,Ibrahim_2016,0.000003,s^-1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,20,Celsius,Respiration
66,Ibrahim_2016,0.00000812,s^-1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,25,Celsius,Respiration
67,Ibrahim_2016,0.00000832,s^-1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,27,Celsius,Respiration
68,Ibrahim_2016,0.00000771,s^-1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,30,Celsius,Respiration
69,Ibrahim_2016,0.00000483,s^-1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,35,Celsius,Respiration
70,Ibrahim_2016,0.00000374,s^-1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,37,Celsius,Respiration
71,Ibrahim_2016,0.0000027,s^-1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,40,Celsius,Respiration
72,Mevel_2000_Nitrite,-0.00000811,s^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,80.3303,Celsius,Respiration
73,Mevel_2000_Nitrite,0.000073,s^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,75.045,Celsius,Respiration
74,Mevel_2000_Nitrite,0.001921204,s^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,69.6396,Celsius,Respiration
75,Mevel_2000_Nitrite,0.002417317,s^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,64.5946,Celsius,Respiration
76,Mevel_2000_Nitrite,0.002086575,s^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,60.0901,Celsius,Respiration
77,Mevel_2000_Nitrite,0.001079767,s^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,54.6847,Celsius,Respiration
78,Mevel_2000_Nitrite,0.000622567,s^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,50.1802,Celsius,Respiration
79,Mevel_2000_Nitrite,0.000252918,s^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,44.7748,Celsius,Respiration
80,Mevel_2000_Nitrite,0.0000827,s^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,39.5495,Celsius,Respiration
81,Mevel_2000_Nitrite,0.00000486,s^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,34.8649,Celsius,Respiration
